http://www.econ.yale.edu/~shiller/data.htm (data from my spreadsheet, not Shiller's -- don't forget to bold values in DCA -- or to update END_DATE)
Date,P,D,E,CPI,Date Fraction,Real Price,Real Dividend,Real Total Return Price
1931.02,17.20,0.95,0.91,15.70,1931.12,286.57,15.88,6538.62
1931.03,17.53,0.94,0.88,15.60,1931.21,293.94,15.76,6736.75
1931.04,15.86,0.93,0.85,15.50,1931.29,267.66,15.64,6164.17
1931.05,14.33,0.91,0.82,15.30,1931.37,245.00,15.61,5672.29
1931.06,13.87,0.90,0.79,15.10,1931.46,240.27,15.59,5593.00
1931.07,14.33,0.89,0.76,15.10,1931.54,248.24,15.36,5808.29
1931.08,13.90,0.87,0.73,15.10,1931.62,240.79,15.13,5663.50
1931.09,11.83,0.86,0.70,15.00,1931.71,206.30,15.00,4881.61
1931.1,10.25,0.85,0.67,14.90,1931.79,179.95,14.86,4287.33
1931.11,10.39,0.83,0.64,14.70,1931.87,184.89,14.83,4434.46
1931.12,8.44,0.82,0.61,14.60,1931.96,151.21,14.69,3656.23
1932.01,8.30,0.79,0.59,14.30,1932.04,151.83,14.51,3700.26
1932.02,8.23,0.77,0.58,14.10,1932.12,152.68,14.22,3749.98
1932.03,8.26,0.74,0.56,14.00,1932.21,154.33,13.83,3818.83
1932.04,6.28,0.71,0.54,13.90,1932.29,118.18,13.42,2951.99
1932.05,5.51,0.69,0.53,13.70,1932.37,105.20,13.11,2655.14
1932.06,4.77,0.66,0.51,13.60,1932.46,91.75,12.69,2342.15
1932.07,5.01,0.63,0.49,13.60,1932.54,96.36,12.18,2485.91
1932.08,7.53,0.61,0.48,13.50,1932.62,145.90,11.76,3789.26
1932.09,8.26,0.58,0.46,13.40,1932.71,161.24,11.32,4212.13
1932.1,7.12,0.55,0.44,13.30,1932.79,140.03,10.88,3681.79
1932.11,7.05,0.53,0.43,13.20,1932.87,139.71,10.44,3696.08
1932.12,6.82,0.50,0.41,13.10,1932.96,136.18,9.98,3624.80
1933.01,7.09,0.50,0.41,12.90,1933.04,143.77,10.04,3848.99
1933.02,6.25,0.49,0.42,12.70,1933.12,128.73,10.09,3468.92
1933.03,6.23,0.49,0.42,12.60,1933.21,129.34,10.07,3507.88
1933.04,6.89,0.48,0.42,12.60,1933.29,143.04,9.96,3902.02
1933.05,8.87,0.48,0.42,12.60,1933.37,184.14,9.86,5045.77
1933.06,10.39,0.47,0.43,12.70,1933.46,214.00,9.68,5886.00
1933.07,11.23,0.47,0.43,13.10,1933.54,224.24,9.29,6188.90
1933.08,10.67,0.46,0.43,13.20,1933.62,211.44,9.12,5856.70
1933.09,10.58,0.46,0.43,13.20,1933.71,209.66,9.02,5828.11
1933.1,9.55,0.45,0.44,13.20,1933.79,189.25,8.92,5281.38
1933.11,9.78,0.45,0.44,13.20,1933.87,193.81,8.82,5429.08
1933.12,9.97,0.44,0.44,13.20,1933.96,197.57,8.72,5554.91
1934.01,10.54,0.44,0.44,13.20,1934.04,208.87,8.74,5892.96
1934.02,11.32,0.44,0.45,13.30,1934.12,222.64,8.69,6301.90
1934.03,10.74,0.44,0.45,13.30,1934.21,211.23,8.70,5999.54
1934.04,10.92,0.44,0.46,13.30,1934.29,214.77,8.72,6120.72
1934.05,9.81,0.44,0.46,13.30,1934.37,192.94,8.74,5519.31
1934.06,9.94,0.45,0.47,13.40,1934.46,194.04,8.69,5571.43
1934.07,9.47,0.45,0.47,13.40,1934.54,184.86,8.70,5328.81
1934.08,9.10,0.45,0.47,13.40,1934.62,177.64,8.72,5141.56
1934.09,8.88,0.45,0.48,13.60,1934.71,170.80,8.61,4964.23
1934.1,8.95,0.45,0.48,13.50,1934.79,173.42,8.69,5061.47
1934.11,9.20,0.45,0.49,13.50,1934.87,178.26,8.70,5224.02
1934.12,9.26,0.45,0.49,13.40,1934.96,180.76,8.78,5318.78
1935.01,9.26,0.45,0.57,13.60,1935.04,178.11,8.66,5261.78
1935.02,8.98,0.45,0.65,13.70,1935.12,171.46,8.59,5086.59
1935.03,8.41,0.45,0.73,13.70,1935.21,160.58,8.59,4784.96
1935.04,9.04,0.45,0.76,13.80,1935.29,171.35,8.47,5127.16
1935.05,9.75,0.44,0.78,13.80,1935.37,184.81,8.40,5550.80
1935.06,10.12,0.44,0.81,13.70,1935.46,193.23,8.40,5824.53
1935.07,10.65,0.44,0.79,13.70,1935.54,203.35,8.40,6150.67
1935.08,11.37,0.44,0.78,13.70,1935.62,217.09,8.40,6587.67
1935.09,11.61,0.44,0.76,13.70,1935.71,221.67,8.40,6747.96
1935.1,11.92,0.45,0.76,13.70,1935.79,227.59,8.59,6949.94
1935.11,13.04,0.46,0.76,13.80,1935.87,247.17,8.72,7570.05
1935.12,13.04,0.47,0.76,13.80,1935.96,247.17,8.91,7592.78
1936.01,13.76,0.48,0.77,13.80,1936.04,260.82,9.10,8035.31
1936.02,14.55,0.49,0.78,13.80,1936.12,275.80,9.29,8520.48
1936.03,14.86,0.50,0.79,13.70,1936.21,283.73,9.55,8790.11
1936.04,14.88,0.52,0.82,13.70,1936.29,284.11,9.86,8827.41
1936.05,14.09,0.53,0.85,13.70,1936.37,269.03,10.18,8385.12
1936.06,14.69,0.55,0.88,13.80,1936.46,278.45,10.43,8705.92
1936.07,15.56,0.57,0.90,13.90,1936.54,292.82,10.73,9183.12
1936.08,15.87,0.59,0.92,14.00,1936.62,296.52,11.02,9327.98
1936.09,16.05,0.61,0.94,14.00,1936.71,299.88,11.40,9463.66
1936.1,16.89,0.65,0.97,14.00,1936.79,315.58,12.08,9990.73
1936.11,17.36,0.68,0.99,14.00,1936.87,324.36,12.77,10302.43
1936.12,17.06,0.72,1.02,14.00,1936.96,318.75,13.45,10160.00
1937.01,17.59,0.73,1.05,14.10,1937.04,326.33,13.54,10437.31
1937.02,18.11,0.74,1.08,14.10,1937.12,335.97,13.73,10782.46
1937.03,18.09,0.75,1.11,14.20,1937.21,333.24,13.82,10731.65
1937.04,17.01,0.78,1.13,14.30,1937.29,311.15,14.27,10058.68
1937.05,16.25,0.81,1.15,14.40,1937.37,295.19,14.71,9582.17
1937.06,15.64,0.84,1.17,14.40,1937.46,284.10,15.26,9263.74
1937.07,16.57,0.82,1.19,14.50,1937.54,298.92,14.73,9786.94
1937.08,16.74,0.79,1.20,14.50,1937.62,301.99,14.31,9926.40
1937.09,14.37,0.77,1.22,14.60,1937.71,257.46,13.80,8500.47
1937.1,12.28,0.78,1.19,14.60,1937.79,220.01,13.97,7302.60
1937.11,11.20,0.79,1.16,14.50,1937.87,202.05,14.25,6745.70
1937.12,11.02,0.80,1.13,14.40,1937.96,200.18,14.53,6723.81
1938.01,11.31,0.79,1.08,14.20,1938.04,208.34,14.61,7038.85
1938.02,11.04,0.79,1.02,14.10,1938.12,204.81,14.59,6960.64
1938.03,10.31,0.78,0.97,14.10,1938.21,191.27,14.47,6541.36
1938.04,9.89,0.77,0.90,14.20,1938.29,182.18,14.12,6270.94
1938.05,9.98,0.75,0.84,14.10,1938.37,185.15,13.98,6412.98
1938.06,10.21,0.74,0.77,14.10,1938.46,189.41,13.73,6600.40
1938.07,12.24,0.71,0.72,14.10,1938.54,227.07,13.23,7951.15
1938.08,12.31,0.69,0.67,14.10,1938.62,228.37,12.74,8033.79
1938.09,11.75,0.66,0.62,14.10,1938.71,217.98,12.24,7704.22
1938.1,13.06,0.61,0.63,14.00,1938.79,244.02,11.40,8657.89
1938.11,13.07,0.56,0.63,14.00,1938.87,244.20,10.46,8695.45
1938.12,12.69,0.51,0.64,14.00,1938.96,237.10,9.53,8470.92
1939.01,12.50,0.51,0.66,14.00,1939.04,233.55,9.59,8372.64
1939.02,12.40,0.52,0.69,13.90,1939.12,233.35,9.72,8394.46
1939.03,12.39,0.52,0.71,13.90,1939.21,233.16,9.79,8417.02
1939.04,10.83,0.52,0.73,13.80,1939.29,205.28,9.92,7440.41
1939.05,11.23,0.53,0.74,13.80,1939.37,212.87,9.98,7745.37
1939.06,11.43,0.53,0.76,13.80,1939.46,216.66,10.05,7913.77
1939.07,11.71,0.54,0.78,13.80,1939.54,221.96,10.24,8138.79
1939.08,11.54,0.55,0.79,13.80,1939.62,218.74,10.43,8052.49
1939.09,12.77,0.56,0.81,14.10,1939.71,236.91,10.39,8753.05
1939.1,12.90,0.58,0.84,14.00,1939.79,241.03,10.84,8938.68
1939.11,12.67,0.60,0.87,14.00,1939.87,236.73,11.21,8813.96
1939.12,12.37,0.62,0.90,14.00,1939.96,231.12,11.58,8641.20
1940.01,12.30,0.62,0.93,13.90,1940.04,231.47,11.73,8690.67
1940.02,12.22,0.63,0.96,14.00,1940.12,228.32,11.71,8609.10
1940.03,12.15,0.63,0.99,14.00,1940.21,227.01,11.77,8596.78
1940.04,12.27,0.64,1.01,14.00,1940.29,229.26,11.90,8719.22
1940.05,10.58,0.64,1.02,14.00,1940.37,197.68,12.02,7556.38
1940.06,9.67,0.65,1.04,14.10,1940.46,179.40,12.06,6895.88
1940.07,9.99,0.66,1.05,14.00,1940.54,186.66,12.27,7214.27
1940.08,10.20,0.66,1.07,14.00,1940.62,190.58,12.39,7405.84
1940.09,10.63,0.67,1.08,14.00,1940.71,198.61,12.52,7758.58
1940.1,10.73,0.67,1.07,14.00,1940.79,200.48,12.52,7872.32
1940.11,10.98,0.67,1.06,14.00,1940.87,205.15,12.52,8096.70
1940.12,10.53,0.67,1.05,14.10,1940.96,195.35,12.43,7750.68
1941.01,10.55,0.67,1.05,14.10,1941.04,195.72,12.49,7806.70
1941.02,9.89,0.68,1.06,14.10,1941.12,183.48,12.55,7360.05
1941.03,9.95,0.68,1.06,14.20,1941.21,183.29,12.53,7394.43
1941.04,9.64,0.68,1.07,14.30,1941.29,176.34,12.50,7155.97
1941.05,9.43,0.69,1.08,14.40,1941.37,171.30,12.47,6993.65
1941.06,9.76,0.69,1.09,14.70,1941.46,173.67,12.28,7132.45
1941.07,10.26,0.69,1.12,14.70,1941.54,182.57,12.34,7540.06
1941.08,10.21,0.70,1.16,14.90,1941.62,179.24,12.23,7444.69
1941.09,10.24,0.70,1.19,15.10,1941.71,177.39,12.13,7409.64
1941.1,9.83,0.70,1.18,15.30,1941.79,168.06,12.02,7061.85
1941.11,9.37,0.71,1.17,15.40,1941.87,159.16,12.00,6729.70
1941.12,8.76,0.71,1.16,15.50,1941.96,147.83,11.98,6293.22
1942.01,8.93,0.70,1.12,15.70,1942.04,148.78,11.72,6375.19
1942.02,8.65,0.70,1.08,15.80,1942.12,143.21,11.53,6177.40
1942.03,8.18,0.69,1.04,16.00,1942.21,133.73,11.28,5809.28
1942.04,7.84,0.68,1.02,16.10,1942.29,127.38,11.05,5573.23
1942.05,7.93,0.67,1.00,16.30,1942.37,127.26,10.75,5607.24
1942.06,8.33,0.66,0.98,16.30,1942.46,133.68,10.59,5928.97
1942.07,8.64,0.65,0.97,16.40,1942.54,137.81,10.31,6150.24
1942.08,8.59,0.63,0.95,16.50,1942.62,136.18,10.04,6114.93
1942.09,8.68,0.62,0.94,16.50,1942.71,137.61,9.83,6215.78
1942.1,9.32,0.61,0.97,16.70,1942.79,145.98,9.55,6630.12
1942.11,9.47,0.60,1.00,16.80,1942.87,147.45,9.34,6732.09
1942.12,9.52,0.59,1.03,16.90,1942.96,147.35,9.13,6762.33
1943.01,10.09,0.59,1.04,16.90,1943.04,156.17,9.13,7202.14
1943.02,10.69,0.59,1.06,16.90,1943.12,165.46,9.13,7665.51
1943.03,11.07,0.59,1.07,17.20,1943.21,168.35,8.97,7834.19
1943.04,11.44,0.59,1.08,17.40,1943.29,171.98,8.87,8037.37
1943.05,11.89,0.59,1.09,17.50,1943.37,177.72,8.82,8340.14
1943.06,12.10,0.59,1.10,17.50,1943.46,180.86,8.82,8521.93
1943.07,12.35,0.59,1.09,17.40,1943.54,185.66,8.92,8783.01
1943.08,11.74,0.60,1.09,17.30,1943.62,177.51,9.02,8433.02
1943.09,11.99,0.60,1.08,17.40,1943.71,180.25,9.02,8598.81
1943.1,11.88,0.60,1.03,17.40,1943.79,178.60,9.07,8555.98
1943.11,11.33,0.61,0.99,17.40,1943.87,170.33,9.12,8196.28
1943.12,11.48,0.61,0.94,17.40,1943.96,172.58,9.17,8341.57
1944.01,11.85,0.61,0.94,17.40,1944.04,178.15,9.22,8647.55
1944.02,11.77,0.62,0.93,17.40,1944.12,176.94,9.27,8626.67
1944.03,12.10,0.62,0.93,17.40,1944.21,181.90,9.32,8906.41
1944.04,11.89,0.62,0.93,17.50,1944.29,177.72,9.32,8739.84
1944.05,12.10,0.63,0.92,17.50,1944.37,180.86,9.37,8932.59
1944.06,12.67,0.63,0.92,17.60,1944.46,188.31,9.36,9338.78
1944.07,13.00,0.63,0.91,17.70,1944.54,192.12,9.36,9566.56
1944.08,12.81,0.64,0.91,17.70,1944.62,189.31,9.41,9465.78
1944.09,12.60,0.64,0.90,17.70,1944.71,186.21,9.46,9350.02
1944.1,12.91,0.64,0.91,17.70,1944.79,190.79,9.46,9619.63
1944.11,12.82,0.64,0.92,17.70,1944.87,189.46,9.46,9592.31
1944.12,13.10,0.64,0.93,17.80,1944.96,192.51,9.41,9786.43
1945.01,13.49,0.64,0.94,17.80,1945.04,198.24,9.45,10117.83
1945.02,13.94,0.65,0.95,17.80,1945.12,204.86,9.50,10495.76
1945.03,13.93,0.65,0.96,17.80,1945.21,204.71,9.55,10529.02
1945.04,14.28,0.65,0.97,17.80,1945.29,209.85,9.55,10834.51
1945.05,14.82,0.65,0.99,17.90,1945.37,216.57,9.50,11222.26
1945.06,15.09,0.65,1.00,18.10,1945.46,218.08,9.39,11341.02
1945.07,14.78,0.65,1.00,18.10,1945.54,213.60,9.44,11148.96
1945.08,14.83,0.66,0.99,18.10,1945.62,214.32,9.49,11227.95
1945.09,15.84,0.66,0.99,18.10,1945.71,228.92,9.54,12034.27
1945.1,16.50,0.66,0.98,18.10,1945.79,238.46,9.54,12577.49
1945.11,17.04,0.66,0.97,18.10,1945.87,246.26,9.54,13031.04
1945.12,17.33,0.66,0.96,18.20,1945.96,249.08,9.49,13221.82
1946.01,18.02,0.67,0.94,18.20,1946.04,258.99,9.58,13790.64
1946.02,18.07,0.67,0.92,18.10,1946.12,261.15,9.73,13948.49
1946.03,17.53,0.68,0.90,18.30,1946.21,250.57,9.72,13427.03
1946.04,18.66,0.68,0.88,18.40,1946.29,265.28,9.67,14258.04
1946.05,18.70,0.68,0.86,18.50,1946.37,264.41,9.61,14254.43
1946.06,18.58,0.68,0.84,18.70,1946.46,259.90,9.51,14054.22
1946.07,18.05,0.68,0.86,19.80,1946.54,238.46,9.03,12935.48
1946.08,17.70,0.69,0.87,20.20,1946.62,229.21,8.89,12473.67
1946.09,15.09,0.69,0.89,20.40,1946.71,193.49,8.85,10570.20
1946.1,14.75,0.70,0.95,20.80,1946.79,185.50,8.76,10173.23
1946.11,14.69,0.70,1.00,21.30,1946.87,180.40,8.64,9933.48
1946.12,15.13,0.71,1.06,21.50,1946.96,184.08,8.64,10175.48
1947.01,15.21,0.71,1.13,21.50,1947.04,185.05,8.68,10269.26
1947.02,15.80,0.72,1.20,21.50,1947.12,192.23,8.72,10707.93
1947.03,15.16,0.72,1.27,21.90,1947.21,181.08,8.60,10126.45
1947.04,14.60,0.73,1.33,21.90,1947.29,174.39,8.76,9793.21
1947.05,14.34,0.75,1.38,21.90,1947.37,171.28,8.92,9660.55
1947.06,14.84,0.76,1.44,22.00,1947.46,176.45,9.04,9994.42
1947.07,15.77,0.77,1.48,22.20,1947.54,185.82,9.07,10567.89
1947.08,15.46,0.78,1.51,22.50,1947.62,179.73,9.07,10265.00
1947.09,15.06,0.79,1.55,23.00,1947.71,171.28,8.98,9824.79
1947.1,15.45,0.81,1.57,23.00,1947.79,175.71,9.17,10123.07
1947.11,15.27,0.82,1.59,23.10,1947.87,172.91,9.32,10006.58
1947.12,15.03,0.84,1.61,23.40,1947.96,168.01,9.39,9768.32
1948.01,14.83,0.84,1.64,23.70,1948.04,163.68,9.31,9561.43
1948.02,14.10,0.85,1.68,23.50,1948.12,156.95,9.42,9214.01
1948.03,14.30,0.85,1.71,23.40,1948.21,159.85,9.50,9431.13
1948.04,15.40,0.85,1.76,23.80,1948.29,169.26,9.34,10031.83
1948.05,16.15,0.85,1.81,23.90,1948.37,176.76,9.30,10522.33
1948.06,16.82,0.85,1.86,24.10,1948.46,182.56,9.23,10913.68
1948.07,16.42,0.86,1.93,24.40,1948.54,176.03,9.18,10568.90
1948.08,15.94,0.86,2.00,24.50,1948.62,170.19,9.22,10264.18
1948.09,15.76,0.87,2.07,24.50,1948.71,168.27,9.29,10194.96
1948.1,16.19,0.89,2.14,24.40,1948.79,173.56,9.54,10564.22
1948.11,15.29,0.91,2.22,24.20,1948.87,165.27,9.84,10109.30
1948.12,15.19,0.93,2.29,24.10,1948.96,164.87,10.09,10136.31
1949.01,15.36,0.95,2.32,24.00,1949.04,167.41,10.32,10345.32
1949.02,14.77,0.96,2.35,23.80,1949.12,162.33,10.59,10086.06
1949.03,14.91,0.98,2.38,23.80,1949.21,163.87,10.77,10237.43
1949.04,14.89,0.99,2.39,23.90,1949.29,162.97,10.87,10237.52
1949.05,14.78,1.01,2.39,23.80,1949.37,162.44,11.06,10262.51
1949.06,13.97,1.02,2.40,23.90,1949.46,152.90,11.16,9718.27
1949.07,14.76,1.03,2.40,23.70,1949.54,162.91,11.33,10414.50
1949.08,15.29,1.03,2.39,23.80,1949.62,168.05,11.36,10803.64
1949.09,15.49,1.04,2.39,23.90,1949.71,169.53,11.38,10960.14
1949.1,15.89,1.07,2.37,23.70,1949.79,175.38,11.85,11401.87
1949.11,16.11,1.11,2.34,23.80,1949.87,177.06,12.16,11577.06
1949.12,16.54,1.14,2.32,23.60,1949.96,183.33,12.64,12055.64
1950.01,16.88,1.15,2.34,23.50,1950.04,187.89,12.80,12425.96
1950.02,17.21,1.16,2.35,23.50,1950.12,191.57,12.91,12740.05
1950.03,17.35,1.17,2.37,23.60,1950.21,192.31,12.97,12861.13
1950.04,17.84,1.18,2.43,23.60,1950.29,197.74,13.08,13297.25
1950.05,18.44,1.19,2.48,23.70,1950.37,203.52,13.13,13760.08
1950.06,18.74,1.20,2.54,23.80,1950.46,205.97,13.19,13999.49
1950.07,17.38,1.24,2.60,24.10,1950.54,188.64,13.50,12898.34
1950.08,18.43,1.29,2.66,24.30,1950.62,198.39,13.85,13643.93
1950.09,19.08,1.33,2.72,24.40,1950.71,204.55,14.26,14148.95
1950.1,19.87,1.38,2.76,24.60,1950.79,211.28,14.64,14699.37
1950.11,19.83,1.42,2.80,24.70,1950.87,210.01,15.07,14697.78
1950.12,19.75,1.47,2.84,25.00,1950.96,206.65,15.38,14552.53
1951.01,21.21,1.49,2.84,25.40,1951.04,218.43,15.31,15472.04
1951.02,22.00,1.50,2.83,25.70,1951.12,223.92,15.30,15951.31
1951.03,21.63,1.52,2.83,25.80,1951.21,219.30,15.41,15713.74
1951.04,21.92,1.53,2.79,25.80,1951.29,222.24,15.55,16017.24
1951.05,21.93,1.55,2.76,25.90,1951.37,221.48,15.62,16056.50
1951.06,21.55,1.56,2.72,25.90,1951.46,217.65,15.76,15873.45
1951.07,21.93,1.55,2.65,25.90,1951.54,221.48,15.62,16248.29
1951.08,22.89,1.53,2.58,25.90,1951.62,231.18,15.49,17054.25
1951.09,23.48,1.52,2.51,26.10,1951.71,235.32,15.23,17453.43
1951.1,23.36,1.48,2.49,26.20,1951.79,233.23,14.81,17389.48
1951.11,22.71,1.45,2.46,26.40,1951.87,225.02,14.33,16866.61
1951.12,23.41,1.41,2.44,26.50,1951.96,231.08,13.92,17407.82
1952.01,24.19,1.41,2.43,26.50,1952.04,238.78,13.95,18075.41
1952.02,23.75,1.42,2.41,26.30,1952.12,236.22,14.09,17970.47
1952.03,23.81,1.42,2.40,26.30,1952.21,236.81,14.12,18105.41
1952.04,23.74,1.43,2.38,26.40,1952.29,235.22,14.17,18074.07
1952.05,23.73,1.44,2.36,26.40,1952.37,235.12,14.27,18157.82
1952.06,24.38,1.45,2.34,26.50,1952.46,240.65,14.31,18676.90
1952.07,25.08,1.45,2.35,26.70,1952.54,245.71,14.21,19161.11
1952.08,25.18,1.45,2.35,26.70,1952.62,246.69,14.21,19329.83
1952.09,24.78,1.45,2.36,26.70,1952.71,242.77,14.21,19115.52
1952.1,24.26,1.44,2.37,26.70,1952.79,237.68,14.08,18806.74
1952.11,25.03,1.42,2.39,26.70,1952.87,245.22,13.94,19495.61
1952.12,26.04,1.41,2.40,26.70,1952.96,255.11,13.81,20373.81
1953.01,26.18,1.41,2.41,26.60,1953.04,257.45,13.87,20652.63
1953.02,25.86,1.41,2.42,26.50,1953.12,255.26,13.92,20570.21
1953.03,25.99,1.41,2.43,26.60,1953.21,255.58,13.87,20689.01
1953.04,24.71,1.41,2.46,26.60,1953.29,242.99,13.90,19763.84
1953.05,24.84,1.42,2.48,26.70,1953.37,243.36,13.88,19887.48
1953.06,23.95,1.42,2.51,26.80,1953.46,233.76,13.86,19197.76
1953.07,24.29,1.42,2.52,26.80,1953.54,237.08,13.86,19565.15
1953.08,24.39,1.42,2.54,26.90,1953.62,237.17,13.81,19667.63
1953.09,23.27,1.42,2.55,26.90,1953.71,226.28,13.81,18859.90
1953.1,23.97,1.43,2.54,27.00,1953.79,232.22,13.85,19451.51
1953.11,24.50,1.44,2.52,26.90,1953.87,238.24,14.00,20053.26
1953.12,24.83,1.45,2.51,26.90,1953.96,241.45,14.10,20422.26
1954.01,25.46,1.46,2.52,26.90,1954.04,247.58,14.16,21040.27
1954.02,26.02,1.46,2.54,26.90,1954.12,253.02,14.23,21603.83
1954.03,26.57,1.47,2.55,26.90,1954.21,258.37,14.29,22162.19
1954.04,27.63,1.46,2.57,26.80,1954.29,269.68,14.28,23234.43
1954.05,28.73,1.46,2.60,26.90,1954.37,279.38,14.16,24171.32
1954.06,28.96,1.45,2.62,26.90,1954.46,281.61,14.10,24466.49
1954.07,30.13,1.46,2.62,26.90,1954.54,292.99,14.16,25557.50
1954.08,30.73,1.46,2.63,26.90,1954.62,298.82,14.23,26169.89
1954.09,31.45,1.47,2.63,26.80,1954.71,306.97,14.35,26987.69
1954.1,32.18,1.49,2.68,26.80,1954.79,314.09,14.58,27720.90
1954.11,33.44,1.52,2.72,26.80,1954.87,326.39,14.80,28915.18
1954.12,34.97,1.54,2.77,26.70,1954.96,342.60,15.09,30462.79
1955.01,35.60,1.55,2.83,26.70,1955.04,348.77,15.15,31123.87
1955.02,36.79,1.55,2.90,26.70,1955.12,360.43,15.22,32277.41
1955.03,36.50,1.56,2.96,26.70,1955.21,357.59,15.28,32137.04
1955.04,37.76,1.56,3.05,26.70,1955.29,369.93,15.32,33361.13
1955.05,37.60,1.57,3.13,26.70,1955.37,368.37,15.35,33335.12
1955.06,39.78,1.57,3.22,26.70,1955.46,389.72,15.38,35383.84
1955.07,42.69,1.59,3.29,26.80,1955.54,416.67,15.49,37947.73
1955.08,42.43,1.60,3.37,26.80,1955.62,414.14,15.65,37835.38
1955.09,44.34,1.62,3.44,26.90,1955.71,431.17,15.75,39511.51
1955.1,42.11,1.63,3.50,26.90,1955.79,409.48,15.82,37645.14
1955.11,44.95,1.63,3.56,26.90,1955.87,437.10,15.88,40305.70
1955.12,45.37,1.64,3.62,26.80,1955.96,442.83,16.01,40957.11
1956.01,44.15,1.67,3.64,26.80,1956.04,430.92,16.30,39981.40
1956.02,44.43,1.70,3.67,26.80,1956.12,433.66,16.59,40363.25
1956.03,47.49,1.73,3.69,26.80,1956.21,463.52,16.89,43274.14
1956.04,48.05,1.75,3.66,26.90,1956.29,467.25,17.05,43754.30
1956.05,46.54,1.78,3.63,27.00,1956.37,450.89,17.21,42356.66
1956.06,46.27,1.80,3.60,27.20,1956.46,444.97,17.31,41936.80
1956.07,48.78,1.81,3.55,27.40,1956.54,465.69,17.31,44024.98
1956.08,48.49,1.83,3.51,27.30,1956.62,464.62,17.50,44061.44
1956.09,46.84,1.84,3.46,27.40,1956.71,447.17,17.57,42545.62
1956.1,46.24,1.81,3.44,27.50,1956.79,439.83,17.19,41984.16
1956.11,45.76,1.77,3.43,27.50,1956.87,435.27,16.87,41682.51
1956.12,46.44,1.74,3.41,27.60,1956.96,440.14,16.49,42280.25
1957.01,45.43,1.74,3.41,27.60,1957.04,430.56,16.46,41492.48
1957.02,43.47,1.73,3.40,27.70,1957.12,410.50,16.37,39690.48
1957.03,44.03,1.73,3.40,27.80,1957.21,414.29,16.28,40188.34
1957.04,45.05,1.73,3.41,27.90,1957.29,422.37,16.22,41103.07
1957.05,46.78,1.73,3.41,28.00,1957.37,437.03,16.16,42660.14
1957.06,47.55,1.73,3.42,28.10,1957.46,442.64,16.10,43339.01
1957.07,48.51,1.74,3.44,28.30,1957.54,448.38,16.08,44032.75
1957.08,45.84,1.75,3.45,28.30,1957.62,423.70,16.18,41741.56
1957.09,43.98,1.76,3.47,28.30,1957.71,406.51,16.27,40181.41
1957.1,41.24,1.77,3.44,28.30,1957.79,381.19,16.36,37812.83
1957.11,40.35,1.78,3.40,28.40,1957.87,371.65,16.39,37002.04
1957.12,40.33,1.79,3.37,28.40,1957.96,371.46,16.49,37120.49
1958.01,41.12,1.78,3.29,28.60,1958.04,376.09,16.31,37718.78
1958.02,41.26,1.78,3.22,28.60,1958.12,377.37,16.25,37983.01
1958.03,42.11,1.77,3.14,28.80,1958.21,382.47,16.08,38631.14
1958.04,42.34,1.76,3.07,28.90,1958.29,383.23,15.90,38841.57
1958.05,43.70,1.74,3.00,28.90,1958.37,395.54,15.78,40222.47
1958.06,44.75,1.73,2.93,28.90,1958.46,405.04,15.66,41321.61
1958.07,45.98,1.73,2.91,29.00,1958.54,414.74,15.60,42443.63
1958.08,47.70,1.73,2.90,28.90,1958.62,431.74,15.66,44317.24
1958.09,48.96,1.73,2.88,28.90,1958.71,443.15,15.66,45621.83
1958.1,50.95,1.74,2.88,28.90,1958.79,461.16,15.72,47611.00
1958.11,52.50,1.74,2.89,29.00,1958.87,473.55,15.72,49025.54
1958.12,53.49,1.75,2.89,28.90,1958.96,484.15,15.84,50259.51
1959.01,55.62,1.76,2.96,29.00,1959.04,501.69,15.85,52217.74
1959.02,54.77,1.76,3.04,28.90,1959.12,495.73,15.96,51736.09
1959.03,56.16,1.77,3.11,28.90,1959.21,508.32,16.02,53188.42
1959.04,57.10,1.78,3.21,29.00,1959.29,515.04,16.03,54031.94
1959.05,57.96,1.78,3.30,29.00,1959.37,522.80,16.09,54986.36
1959.06,57.46,1.79,3.40,29.10,1959.46,516.51,16.09,54465.71
1959.07,59.74,1.80,3.41,29.20,1959.54,535.16,16.09,56574.41
1959.08,59.40,1.80,3.42,29.20,1959.62,532.12,16.15,56394.74
1959.09,57.05,1.81,3.43,29.30,1959.71,509.32,16.16,54121.49
1959.1,57.00,1.82,3.42,29.40,1959.79,507.14,16.16,54033.26
1959.11,57.23,1.82,3.40,29.40,1959.87,509.19,16.22,54395.32
1959.12,59.06,1.83,3.39,29.40,1959.96,525.47,16.28,56279.63
1960.01,58.03,1.87,3.39,29.30,1960.04,518.07,16.66,55635.59
1960.02,55.78,1.90,3.39,29.40,1960.12,496.29,16.93,53448.07
1960.03,55.02,1.94,3.39,29.40,1960.21,489.53,17.26,52874.75
1960.04,55.73,1.94,3.35,29.50,1960.29,494.16,17.23,53530.62
1960.05,55.22,1.95,3.30,29.50,1960.37,489.64,17.26,53196.57
1960.06,57.26,1.95,3.26,29.60,1960.46,506.02,17.23,55131.48
1960.07,55.84,1.95,3.26,29.60,1960.54,493.47,17.23,53920.72
1960.08,56.51,1.95,3.27,29.60,1960.62,499.39,17.23,54724.61
1960.09,54.81,1.95,3.27,29.60,1960.71,484.36,17.23,53235.69
